Region;Country;Date;Total_Cases;New_Cases;Total_Death;New_Death
SEA;Singapore;2020-08-24;56404;51;27;0
SEA;Singapore;2020-08-25;56435;31;27;0
SEA;Singapore;2020-08-26;56495;60;27;0
SEA;Singapore;2020-08-27;56572;77;27;0
SEA;Singapore;2020-08-28;56666;94;27;0
SEA;Singapore;2020-08-29;56717;51;27;0
SEA;Singapore;2020-08-30;56771;54;27;0
SEA;Singapore;2020-08-31;56812;41;27;0
SEA;Singapore;2020-09-01;56852;40;27;0
SEA;Singapore;2020-09-02;56860;8;27;0
SEA;Singapore;2020-09-03;56908;48;27;0
SEA;Singapore;2020-09-04;56948;40;27;0
SEA;Singapore;2020-09-05;56982;34;27;0
SEA;Singapore;2020-09-06;57022;40;27;0
SEA;Singapore;2020-09-07;57044;22;27;0
SEA;Singapore;2020-09-08;57091;47;27;0
SEA;Singapore;2020-09-09;57166;75;27;0
SEA;Singapore;2020-09-10;57229;63;27;0
SEA;Singapore;2020-09-11;57315;86;27;0
SEA;Singapore;2020-09-12;57357;42;27;0
SEA;Singapore;2020-09-13;57406;49;27;0
SEA;Singapore;2020-09-14;57454;48;27;0
SEA;Singapore;2020-09-15;57488;34;27;0
SEA;Singapore;2020-09-16;57514;26;27;0
SEA;Singapore;2020-09-17;57532;18;27;0
SEA;Singapore;2020-09-18;57543;11;27;0
SEA;Singapore;2020-09-19;57558;15;27;0
SEA;Singapore;2020-09-20;57576;18;27;0
SEA;Singapore;2020-09-21;57606;30;27;0
SEA;Singapore;2020-09-22;57627;21;27;0
SEA;Singapore;2020-09-23;57639;12;27;0
SEA;Singapore;2020-09-24;57654;15;27;0
SEA;Singapore;2020-09-25;57665;11;27;0
SEA;Singapore;2020-09-26;57685;20;27;0
SEA;Singapore;2020-09-27;57700;15;27;0
SEA;Singapore;2020-09-28;57715;15;27;0
SEA;Singapore;2020-09-29;57742;27;27;0
SEA;Singapore;2020-09-30;57765;23;27;0
SEA;Singapore;2020-10-01;57784;19;27;0
SEA;Singapore;2020-10-02;57794;10;27;0
SEA;Singapore;2020-10-03;57800;6;27;0
SEA;Singapore;2020-10-04;57812;12;27;0
SEA;Singapore;2020-10-05;57819;7;27;0
SEA;Singapore;2020-10-06;57830;11;27;0
SEA;Singapore;2020-10-07;57840;10;27;0
SEA;Singapore;2020-10-08;57849;9;27;0
SEA;Singapore;2020-10-09;57859;10;27;0
SEA;Singapore;2020-10-10;57866;7;27;0
SEA;Singapore;2020-10-11;57876;10;27;0
SEA;Singapore;2020-10-12;57880;4;28;1
SEA;Singapore;2020-10-13;57884;4;28;0
SEA;Singapore;2020-10-14;57889;5;28;0
SEA;Singapore;2020-10-15;57892;3;28;0
SEA;Singapore;2020-10-16;57901;9;28;0
SEA;Singapore;2020-10-17;57904;3;28;0
SEA;Singapore;2020-10-18;57911;7;28;0
SEA;Singapore;2020-10-19;57915;4;28;0
SEA;Singapore;2020-10-20;57921;6;28;0
SEA;Singapore;2020-10-21;57933;12;28;0
SEA;Singapore;2020-10-22;57941;8;28;0
SEA;Singapore;2020-10-23;57951;10;28;0
SEA;Singapore;2020-10-24;57965;14;28;0
SEA;Singapore;2020-10-25;57970;5;28;0
SEA;Singapore;2020-10-26;57973;3;28;0
SEA;Singapore;2020-10-27;57980;7;28;0
SEA;Singapore;2020-10-28;57987;7;28;0
SEA;Singapore;2020-10-29;57994;7;28;0
SEA;Singapore;2020-10-30;58003;9;28;0
SEA;Singapore;2020-10-31;58015;12;28;0
SEA;Singapore;2020-11-01;58019;4;28;0
SEA;Singapore;2020-11-02;58020;1;28;0
SEA;Singapore;2020-11-03;58029;9;28;0
SEA;Singapore;2020-11-04;58036;7;28;0
SEA;Singapore;2020-11-05;58043;7;28;0
SEA;Singapore;2020-11-06;58047;4;28;0
SEA;Singapore;2020-11-07;58054;7;28;0
SEA;Singapore;2020-11-08;58056;2;28;0
SEA;Singapore;2020-11-09;58064;8;28;0
SEA;Singapore;2020-11-10;58073;9;28;0
SEA;Singapore;2020-11-11;58091;18;28;0
SEA;Singapore;2020-11-12;58102;11;28;0
SEA;Singapore;2020-11-13;58114;12;28;0
SEA;Singapore;2020-11-14;58116;2;28;0
SEA;Singapore;2020-11-15;58119;3;28;0
SEA;Singapore;2020-11-16;58124;5;28;0
SEA;Singapore;2020-11-17;58130;6;28;0
SEA;Singapore;2020-11-18;58135;5;28;0
SEA;Singapore;2020-11-19;58139;4;28;0
SEA;Singapore;2020-11-20;58143;4;28;0
SEA;Singapore;2020-11-21;58148;5;28;0
SEA;Singapore;2020-11-22;58160;12;28;0
SEA;Singapore;2020-11-23;58165;5;28;0
SEA;Singapore;2020-11-24;58183;18;28;0
SEA;Singapore;2020-11-25;58190;7;28;0
SEA;Singapore;2020-11-26;58195;5;28;0
SEA;Singapore;2020-11-27;58199;4;28;0
SEA;Singapore;2020-11-28;58205;6;29;1
SEA;Singapore;2020-11-29;58213;8;29;0
SEA;Singapore;2020-11-30;58218;5;29;0
SEA;Singapore;2020-12-01;58228;10;29;0
SEA;Singapore;2020-12-02;58230;2;29;0
SEA;Singapore;2020-12-03;58239;9;29;0
SEA;Singapore;2020-12-04;58242;3;29;0
SEA;Singapore;2020-12-05;58255;13;29;0
SEA;Singapore;2020-12-06;58260;5;29;0
SEA;Singapore;2020-12-07;58273;13;29;0
SEA;Singapore;2020-12-08;58285;12;29;0
SEA;Singapore;2020-12-09;58291;6;29;0
SEA;Singapore;2020-12-10;58297;6;29;0
SEA;Singapore;2020-12-11;58305;8;29;0
SEA;Singapore;2020-12-12;58313;8;29;0
SEA;Singapore;2020-12-13;58320;7;29;0
SEA;Singapore;2020-12-14;58325;5;29;0
SEA;Singapore;2020-12-15;58341;16;29;0
SEA;Singapore;2020-12-16;58353;12;29;0
SEA;Singapore;2020-12-17;58377;24;29;0
SEA;Singapore;2020-12-18;58386;9;29;0
SEA;Singapore;2020-12-19;58403;17;29;0
SEA;Singapore;2020-12-20;58422;19;29;0
SEA;Singapore;2020-12-21;58432;10;29;0
SEA;Singapore;2020-12-22;58461;29;29;0
SEA;Singapore;2020-12-23;58482;21;29;0
SEA;Singapore;2020-12-24;58495;13;29;0
SEA;Singapore;2020-12-25;58509;14;29;0
SEA;Singapore;2020-12-26;58519;10;29;0
SEA;Singapore;2020-12-27;58524;5;29;0
SEA;Singapore;2020-12-28;58529;5;29;0
SEA;Singapore;2020-12-29;58542;13;29;0
SEA;Singapore;2020-12-30;58569;27;29;0
SEA;Singapore;2020-12-31;58599;30;29;0
SEA;Singapore;2021-01-01;58629;30;29;0
SEA;Singapore;2021-01-02;58662;33;29;0
SEA;Singapore;2021-01-03;58697;35;29;0
SEA;Singapore;2021-01-04;58721;24;29;0
SEA;Singapore;2021-01-05;58749;28;29;0
SEA;Singapore;2021-01-06;58780;31;29;0
SEA;Singapore;2021-01-07;58813;33;29;0
SEA;Singapore;2021-01-08;58836;23;29;0
SEA;Singapore;2021-01-09;58865;29;29;0
SEA;Singapore;2021-01-10;58907;42;29;0
SEA;Singapore;2021-01-11;58929;22;29;0
SEA;Singapore;2021-01-12;58946;17;29;0
SEA;Singapore;2021-01-13;58984;38;29;0
SEA;Singapore;2021-01-14;59029;45;29;0
SEA;Singapore;2021-01-15;59059;30;29;0
SEA;Singapore;2021-01-16;59083;24;29;0
SEA;Singapore;2021-01-17;59113;30;29;0
SEA;Singapore;2021-01-18;59127;14;29;0
SEA;Singapore;2021-01-19;59157;30;29;0
SEA;Singapore;2021-01-20;59197;40;29;0
SEA;Singapore;2021-01-21;59235;38;29;0
SEA;Singapore;2021-01-22;59250;15;29;0
SEA;Singapore;2021-01-23;59260;10;29;0
SEA;Singapore;2021-01-24;59308;48;29;0
SEA;Singapore;2021-01-25;59352;44;29;0
SEA;Singapore;2021-01-26;59366;14;29;0
SEA;Singapore;2021-01-27;59391;25;29;0
SEA;Singapore;2021-01-28;59425;34;29;0
SEA;Singapore;2021-01-29;59449;24;29;0
SEA;Singapore;2021-01-30;59507;58;29;0
SEA;Singapore;2021-01-31;59536;29;29;0
SEA;Singapore;2021-02-01;59565;29;29;0
SEA;Singapore;2021-02-02;59584;19;29;0
SEA;Singapore;2021-02-03;59602;18;29;0
SEA;Singapore;2021-02-04;59624;22;29;0
SEA;Singapore;2021-02-05;59649;25;29;0
SEA;Singapore;2021-02-06;59675;26;29;0
SEA;Singapore;2021-02-07;59699;24;29;0
SEA;Singapore;2021-02-08;59721;22;29;0
SEA;Singapore;2021-02-09;59732;11;29;0
SEA;Singapore;2021-02-10;59747;15;29;0
SEA;Singapore;2021-02-11;59759;12;29;0
SEA;Singapore;2021-02-12;59777;18;29;0
SEA;Singapore;2021-02-13;59786;9;29;0
SEA;Singapore;2021-02-14;59800;14;29;0
SEA;Singapore;2021-02-15;59809;9;29;0
SEA;Singapore;2021-02-16;59810;1;29;0
SEA;Singapore;2021-02-17;59821;11;29;0
SEA;Singapore;2021-02-18;59832;11;29;0
SEA;Singapore;2021-02-19;59846;14;29;0
SEA;Singapore;2021-02-20;59858;12;29;0
SEA;Singapore;2021-02-21;59869;11;29;0
SEA;Singapore;2021-02-22;59879;10;29;0
SEA;Singapore;2021-02-23;59883;4;29;0
SEA;Singapore;2021-02-24;59890;7;29;0
SEA;Singapore;2021-02-25;59900;10;29;0
SEA;Singapore;2021-02-26;59913;13;29;0
SEA;Singapore;2021-02-27;59925;12;29;0
SEA;Singapore;2021-02-28;59936;11;29;0
SEA;Singapore;2021-03-01;59948;12;29;0
SEA;Singapore;2021-03-02;59956;8;29;0
SEA;Singapore;2021-03-03;59979;23;29;0
SEA;Singapore;2021-03-04;59998;19;29;0
SEA;Singapore;2021-03-05;60007;9;29;0
SEA;Singapore;2021-03-06;60020;13;29;0
SEA;Singapore;2021-03-07;60033;13;29;0
SEA;Singapore;2021-03-08;60046;13;29;0
SEA;Singapore;2021-03-09;60052;6;29;0
SEA;Singapore;2021-03-10;60062;10;29;0
SEA;Singapore;2021-03-11;60070;8;29;0
SEA;Singapore;2021-03-12;60080;10;29;0
SEA;Singapore;2021-03-13;60088;8;30;1
SEA;Singapore;2021-03-14;60105;17;30;0
SEA;Singapore;2021-03-15;60117;12;30;0
SEA;Singapore;2021-03-16;60128;11;30;0
SEA;Singapore;2021-03-17;60137;9;30;0
SEA;Singapore;2021-03-18;60152;15;30;0
SEA;Singapore;2021-03-19;60167;15;30;0
SEA;Singapore;2021-03-20;60184;17;30;0
SEA;Singapore;2021-03-21;60196;12;30;0
SEA;Singapore;2021-03-22;60208;12;30;0
SEA;Singapore;2021-03-23;60221;13;30;0
SEA;Singapore;2021-03-24;60236;15;30;0
SEA;Singapore;2021-03-25;60253;17;30;0
SEA;Singapore;2021-03-26;60265;12;30;0
SEA;Singapore;2021-03-27;60288;23;30;0
SEA;Singapore;2021-03-28;60300;12;30;0
SEA;Singapore;2021-03-29;60321;21;30;0
SEA;Singapore;2021-03-30;60347;26;30;0
SEA;Singapore;2021-03-31;60381;34;30;0
SEA;Singapore;2021-04-01;60407;26;30;0
SEA;Singapore;2021-04-02;60450;43;30;0
SEA;Singapore;2021-04-03;60468;18;30;0
SEA;Singapore;2021-04-04;60478;10;30;0
SEA;Singapore;2021-04-05;60495;17;30;0
SEA;Singapore;2021-04-06;60519;24;30;0
SEA;Singapore;2021-04-07;60554;35;30;0
SEA;Singapore;2021-04-08;60575;21;30;0
SEA;Singapore;2021-04-09;60601;26;30;0
SEA;Singapore;2021-04-10;60633;32;30;0
SEA;Singapore;2021-04-11;60653;20;30;0
SEA;Singapore;2021-04-12;60678;25;30;0
SEA;Singapore;2021-04-13;60692;14;30;0
SEA;Singapore;2021-04-14;60719;27;30;0
SEA;Singapore;2021-04-15;60735;16;30;0
SEA;Singapore;2021-04-16;60769;34;30;0
SEA;Singapore;2021-04-17;60808;39;30;0
SEA;Singapore;2021-04-18;60831;23;30;0
SEA;Singapore;2021-04-19;60851;20;30;0
SEA;Singapore;2021-04-20;60865;14;30;0
SEA;Singapore;2021-04-21;60880;15;30;0
SEA;Singapore;2021-04-22;60904;24;30;0
SEA;Singapore;2021-04-23;60943;39;30;0
SEA;Singapore;2021-04-24;60966;23;30;0
SEA;Singapore;2021-04-25;61006;40;30;0
SEA;Singapore;2021-04-26;61051;45;30;0
SEA;Singapore;2021-04-27;61063;12;30;0
SEA;Singapore;2021-04-28;61086;23;30;0
SEA;Singapore;2021-04-29;61121;35;30;0
SEA;Singapore;2021-04-30;61145;24;30;0
SEA;Singapore;2021-05-01;61179;34;31;1
SEA;Singapore;2021-05-02;61218;39;31;0
SEA;Singapore;2021-05-03;61235;17;31;0
SEA;Singapore;2021-05-04;61252;17;31;0
SEA;Singapore;2021-05-05;61268;16;31;0
SEA;Singapore;2021-05-06;61286;18;31;0
SEA;Singapore;2021-05-07;61311;25;31;0
SEA;Singapore;2021-05-08;61331;20;31;0
SEA;Singapore;2021-05-09;61359;28;31;0
SEA;Singapore;2021-05-10;61378;19;31;0
SEA;Singapore;2021-05-11;61403;25;31;0
SEA;Singapore;2021-05-12;61419;16;31;0
SEA;Singapore;2021-05-13;61453;34;31;0
SEA;Singapore;2021-05-14;61505;52;31;0
SEA;Singapore;2021-05-15;61536;31;31;0
SEA;Singapore;2021-05-16;61585;49;31;0
SEA;Singapore;2021-05-17;61613;28;31;0
SEA;Singapore;2021-05-18;61651;38;31;0
SEA;Singapore;2021-05-19;61689;38;31;0
SEA;Singapore;2021-05-20;61730;41;32;1
SEA;Singapore;2021-05-21;61770;40;32;0
SEA;Singapore;2021-05-22;61799;29;32;0
SEA;Singapore;2021-05-23;61824;25;32;0
SEA;Singapore;2021-05-24;61860;36;32;0
SEA;Singapore;2021-05-25;61890;30;32;0
SEA;Singapore;2021-05-26;61916;26;32;0
SEA;Singapore;2021-05-27;61940;24;32;0
SEA;Singapore;2021-05-28;61970;30;32;0
SEA;Singapore;2021-05-29;62003;33;32;0
SEA;Singapore;2021-05-30;62028;25;33;1
SEA;Singapore;2021-05-31;62051;23;33;0
SEA;Singapore;2021-06-01;62069;18;33;0
SEA;Singapore;2021-06-02;62100;31;33;0
SEA;Singapore;2021-06-03;62145;45;33;0
SEA;Singapore;2021-06-04;62158;13;33;0
SEA;Singapore;2021-06-05;62176;18;33;0
SEA;Singapore;2021-06-06;62196;20;33;0
SEA;Singapore;2021-06-07;62210;14;33;0
SEA;Singapore;2021-06-08;62219;9;34;1
SEA;Singapore;2021-06-09;62223;4;34;0
SEA;Singapore;2021-06-10;62236;13;34;0
SEA;Singapore;2021-06-11;62245;9;34;0
SEA;Singapore;2021-06-12;62263;18;34;0
SEA;Singapore;2021-06-13;62276;13;34;0
SEA;Singapore;2021-06-14;62301;25;34;0
SEA;Singapore;2021-06-15;62315;14;34;0
SEA;Singapore;2021-06-16;62339;24;34;0
SEA;Singapore;2021-06-17;62366;27;34;0
SEA;Singapore;2021-06-18;62382;16;34;0
SEA;Singapore;2021-06-19;62403;21;34;0
SEA;Singapore;2021-06-20;62414;11;34;0
SEA;Singapore;2021-06-21;62430;16;35;1
SEA;Singapore;2021-06-22;62448;18;35;0
SEA;Singapore;2021-06-23;62470;22;35;0
SEA;Singapore;2021-06-24;62493;23;35;0
SEA;Singapore;2021-06-25;62513;20;35;0
SEA;Singapore;2021-06-26;62530;17;36;1
SEA;Singapore;2021-06-27;62544;14;36;0
SEA;Singapore;2021-06-28;62553;9;36;0
SEA;Singapore;2021-06-29;62563;10;36;0
SEA;Singapore;2021-06-30;62579;16;36;0
SEA;Singapore;2021-07-01;62589;10;36;0
SEA;Singapore;2021-07-02;62599;10;36;0
SEA;Singapore;2021-07-03;62606;7;36;0
SEA;Singapore;2021-07-04;62617;11;36;0
SEA;Singapore;2021-07-05;62630;13;36;0
SEA;Singapore;2021-07-06;62640;10;36;0
SEA;Singapore;2021-07-07;62652;12;36;0
SEA;Singapore;2021-07-08;62668;16;36;0
SEA;Singapore;2021-07-09;62678;10;36;0
SEA;Singapore;2021-07-10;62684;6;36;0
SEA;Singapore;2021-07-11;62692;8;36;0
SEA;Singapore;2021-07-12;62718;26;36;0
SEA;Singapore;2021-07-13;62744;26;36;0
SEA;Singapore;2021-07-14;62804;60;36;0
SEA;Singapore;2021-07-15;62852;48;36;0
SEA;Singapore;2021-07-16;62913;61;36;0
SEA;Singapore;2021-07-17;62981;68;36;0
SEA;Singapore;2021-07-18;63073;92;36;0
SEA;Singapore;2021-07-19;63245;172;36;0
SEA;Singapore;2021-07-20;63440;195;36;0
SEA;Singapore;2021-07-21;63621;181;36;0
SEA;Singapore;2021-07-22;63791;170;36;0
SEA;Singapore;2021-07-23;63924;133;36;0
SEA;Singapore;2021-07-24;64054;130;37;1
SEA;Singapore;2021-07-25;64179;125;37;0
SEA;Singapore;2021-07-26;64314;135;37;0
SEA;Singapore;2021-07-27;64453;139;37;0
SEA;Singapore;2021-07-28;64589;136;37;0
SEA;Singapore;2021-07-29;64722;133;37;0
SEA;Singapore;2021-07-30;64861;139;37;0
SEA;Singapore;2021-07-31;64981;120;37;0
SEA;Singapore;2021-08-01;65102;121;37;0
SEA;Singapore;2021-08-02;65213;111;38;1
SEA;Singapore;2021-08-03;65315;102;38;0
SEA;Singapore;2021-08-04;65410;95;39;1
SEA;Singapore;2021-08-05;65508;98;40;1
SEA;Singapore;2021-08-06;65605;97;41;1
SEA;Singapore;2021-08-07;65686;81;42;1
SEA;Singapore;2021-08-08;65764;78;42;0
SEA;Singapore;2021-08-09;65836;72;42;0
SEA;Singapore;2021-08-10;65836;0;42;0
SEA;Singapore;2021-08-11;65953;117;43;1
SEA;Singapore;2021-08-12;66012;59;43;0
SEA;Singapore;2021-08-13;66061;49;44;1
SEA;Singapore;2021-08-14;66119;58;44;0
SEA;Singapore;2021-08-15;66172;53;44;0
SEA;Singapore;2021-08-16;66225;53;44;0
SEA;Singapore;2021-08-17;66281;56;45;1
SEA;Singapore;2021-08-18;66334;53;46;1
SEA;Singapore;2021-08-19;66366;32;46;0
SEA;Singapore;2021-08-20;66406;40;47;1
SEA;Singapore;2021-08-21;66443;37;47;0
SEA;Singapore;2021-08-22;66478;35;49;2
SEA;Singapore;2021-08-23;66576;98;50;1
SEA;Singapore;2021-08-24;66692;116;50;0
SEA;Singapore;2021-08-25;66812;120;52;2
SEA;Singapore;2021-08-26;66928;116;52;0
SEA;Singapore;2021-08-27;66928;0;52;0
SEA;Singapore;2021-08-28;67171;243;55;3
SEA;Singapore;2021-08-29;67171;0;55;0
SEA;Singapore;2021-08-30;67459;288;55;0
SEA;Singapore;2021-08-31;67620;161;55;0
SEA;Singapore;2021-09-01;67800;180;55;0
SEA;Singapore;2021-09-02;67991;191;55;0
SEA;Singapore;2021-09-03;68210;219;55;0
SEA;Singapore;2021-09-04;68469;259;55;0
SEA;Singapore;2021-09-05;68660;191;55;0
SEA;Singapore;2021-09-06;68901;241;55;0
SEA;Singapore;2021-09-07;69233;332;55;0
SEA;Singapore;2021-09-08;69582;349;56;1
SEA;Singapore;2021-09-09;70039;457;57;1
SEA;Singapore;2021-09-10;70612;573;58;1
SEA;Singapore;2021-09-11;71167;555;58;0
SEA;Singapore;2021-09-12;71687;520;58;0
SEA;Singapore;2021-09-13;72294;607;58;0
SEA;Singapore;2021-09-14;73131;837;58;0
SEA;Singapore;2021-09-15;73938;807;58;0
SEA;Singapore;2021-09-16;74848;910;59;1
SEA;Singapore;2021-09-17;75783;935;59;0
SEA;Singapore;2021-09-18;76792;1009;60;1
SEA;Singapore;2021-09-19;77804;1012;60;0
SEA;Singapore;2021-09-20;78721;917;62;2
SEA;Singapore;2021-09-21;79899;1178;65;3
SEA;Singapore;2021-09-22;81356;1457;68;3
SEA;Singapore;2021-09-23;82860;1504;70;2
SEA;Singapore;2021-09-24;84510;1650;73;3
SEA;Singapore;2021-09-25;85953;1443;76;3
SEA;Singapore;2021-09-26;87892;1939;78;2
SEA;Singapore;2021-09-27;89539;1647;80;2
SEA;Singapore;2021-09-28;91775;2236;85;5
SEA;Singapore;2021-09-29;94043;2268;93;8
SEA;Singapore;2021-09-30;96521;2478;95;2
SEA;Singapore;2021-10-01;99430;2909;103;8
SEA;Singapore;2021-10-02;101786;2356;107;4
SEA;Singapore;2021-10-03;103843;2057;113;6
SEA;Singapore;2021-10-04;106318;2475;121;8
SEA;Singapore;2021-10-05;109804;3486;130;9
SEA;Singapore;2021-10-06;113381;3577;133;3
SEA;Singapore;2021-10-07;116864;3483;136;3
SEA;Singapore;2021-10-08;120454;3590;142;6
SEA;Singapore;2021-10-09;124157;3703;153;11
SEA;Singapore;2021-10-10;126966;2809;162;9
SEA;Singapore;2021-10-11;129229;2263;172;10
SEA;Singapore;2021-10-12;132205;2976;183;11
SEA;Singapore;2021-10-13;135395;3190;192;9
SEA;Singapore;2021-10-14;138327;2932;207;15
SEA;Singapore;2021-10-15;141772;3445;215;8
SEA;Singapore;2021-10-16;145120;3348;224;9
SEA;Singapore;2021-10-17;148178;3058;233;9
SEA;Singapore;2021-10-18;150731;2553;239;6
SEA;Singapore;2021-10-19;154725;3994;246;7
SEA;Singapore;2021-10-20;158587;3862;264;18
SEA;Singapore;2021-10-21;162026;3439;280;16
SEA;Singapore;2021-10-22;165663;3637;294;14
SEA;Singapore;2021-10-23;169261;3598;300;6
SEA;Singapore;2021-10-24;172644;3383;315;15
SEA;Singapore;2021-10-25;175818;3174;329;14
SEA;Singapore;2021-10-26;179095;3277;339;10
SEA;Singapore;2021-10-27;184419;5324;349;10
SEA;Singapore;2021-10-28;187851;3432;364;15
SEA;Singapore;2021-10-29;192099;4248;380;16
SEA;Singapore;2021-10-30;195211;3112;394;14
SEA;Singapore;2021-10-31;198374;3163;407;13
SEA;Singapore;2021-11-01;200844;2470;421;14
SEA;Singapore;2021-11-02;204340;3496;430;9
SEA;Singapore;2021-11-03;207975;3635;442;12
SEA;Singapore;2021-11-04;210978;3003;459;17
SEA;Singapore;2021-11-05;212745;1767;468;9
SEA;Singapore;2021-11-06;215780;3035;480;12
SEA;Singapore;2021-11-07;218333;2553;497;17
SEA;Singapore;2021-11-08;220803;2470;511;14
SEA;Singapore;2021-11-09;224200;3397;523;12
SEA;Singapore;2021-11-10;227681;3481;540;17
SEA;Singapore;2021-11-11;230077;2396;548;8
SEA;Singapore;2021-11-12;233176;3099;562;14
SEA;Singapore;2021-11-13;235480;2304;576;14
SEA;Singapore;2021-11-14;237203;1723;586;10
SEA;Singapore;2021-11-15;239272;2069;594;8
SEA;Singapore;2021-11-16;241341;2069;612;18
SEA;Singapore;2021-11-17;244815;3474;619;7
SEA;Singapore;2021-11-18;244815;0;619;0
SEA;Singapore;2021-11-19;248587;3772;641;22
SEA;Singapore;2021-11-20;250518;1931;654;13
SEA;Singapore;2021-11-21;252188;1670;662;8
SEA;Singapore;2021-11-22;253649;1461;667;5
SEA;Singapore;2021-11-23;255431;1782;672;5
SEA;Singapore;2021-11-24;257510;2079;678;6
SEA;Singapore;2021-11-25;258785;1275;681;3
SEA;Singapore;2021-11-26;259875;1090;684;3
SEA;Singapore;2021-11-27;261636;1761;690;6
SEA;Singapore;2021-11-28;262383;747;701;11
SEA;Singapore;2021-11-29;263486;1103;710;9
SEA;Singapore;2021-11-30;264725;1239;718;8
SEA;Singapore;2021-12-01;266049;1324;726;8
SEA;Singapore;2021-12-02;267150;1101;735;9
SEA;Singapore;2021-12-03;267916;766;744;9
SEA;Thailand;2020-01-04;0;0;0;0
SEA;Thailand;2020-01-05;0;0;0;0
SEA;Thailand;2020-01-06;0;0;0;0
SEA;Thailand;2020-01-07;0;0;0;0
SEA;Thailand;2020-01-08;0;0;0;0
SEA;Thailand;2020-01-09;0;0;0;0
SEA;Thailand;2020-01-10;0;0;0;0
SEA;Thailand;2020-01-11;0;0;0;0
SEA;Thailand;2020-01-12;0;0;0;0
SEA;Thailand;2020-01-13;0;0;0;0
SEA;Thailand;2020-01-14;0;0;0;0
SEA;Thailand;2020-01-15;0;0;0;0
SEA;Thailand;2020-01-16;0;0;0;0
SEA;Thailand;2020-01-17;0;0;0;0
SEA;Thailand;2020-01-18;0;0;0;0
SEA;Thailand;2020-01-19;0;0;0;0
SEA;Thailand;2020-01-20;0;0;0;0
SEA;Thailand;2020-01-21;0;0;0;0
SEA;Thailand;2020-01-22;4;0;0;0
SEA;Thailand;2020-01-23;4;0;0;0
SEA;Thailand;2020-01-24;5;1;0;0
SEA;Thailand;2020-01-25;6;1;0;0
SEA;Thailand;2020-01-26;8;2;0;0
SEA;Thailand;2020-01-27;8;0;0;0
SEA;Thailand;2020-01-28;14;6;0;0
SEA;Thailand;2020-01-29;14;0;0;0
SEA;Thailand;2020-01-30;14;0;0;0
SEA;Thailand;2020-01-31;19;5;0;0
SEA;Thailand;2020-02-01;19;0;0;0
SEA;Thailand;2020-02-02;19;0;0;0
SEA;Thailand;2020-02-03;19;0;0;0
SEA;Thailand;2020-02-04;25;6;0;0
SEA;Thailand;2020-02-05;25;0;0;0
SEA;Thailand;2020-02-06;25;0;0;0
SEA;Thailand;2020-02-07;25;0;0;0
SEA;Thailand;2020-02-08;32;7;0;0
SEA;Thailand;2020-02-09;32;0;0;0
SEA;Thailand;2020-02-10;32;0;0;0
SEA;Thailand;2020-02-11;33;1;0;0
SEA;Thailand;2020-02-12;33;0;0;0
SEA;Thailand;2020-02-13;33;0;0;0
SEA;Thailand;2020-02-14;33;0;0;0
SEA;Thailand;2020-02-15;34;1;0;0
SEA;Thailand;2020-02-16;34;0;0;0
SEA;Thailand;2020-02-17;35;1;0;0
SEA;Thailand;2020-02-18;35;0;0;0
SEA;Thailand;2020-02-19;35;0;0;0
SEA;Thailand;2020-02-20;35;0;0;0
SEA;Thailand;2020-02-21;35;0;0;0
SEA;Thailand;2020-02-22;35;0;0;0
SEA;Thailand;2020-02-23;35;0;0;0
SEA;Thailand;2020-02-24;35;0;0;0
SEA;Thailand;2020-02-25;37;2;0;0
SEA;Thailand;2020-02-26;40;3;0;0
SEA;Thailand;2020-02-27;40;0;0;0
SEA;Thailand;2020-02-28;41;1;0;0
SEA;Thailand;2020-02-29;42;1;0;0
SEA;Thailand;2020-03-01;42;0;1;1
SEA;Thailand;2020-03-02;43;1;1;0
SEA;Thailand;2020-03-03;43;0;1;0
SEA;Thailand;2020-03-04;43;0;1;0
SEA;Thailand;2020-03-05;47;4;1;0
SEA;Thailand;2020-03-06;48;1;1;0
SEA;Thailand;2020-03-07;50;2;1;0
SEA;Thailand;2020-03-08;50;0;1;0
SEA;Thailand;2020-03-09;50;0;1;0
SEA;Thailand;2020-03-10;53;3;1;0
SEA;Thailand;2020-03-11;59;6;1;0
SEA;Thailand;2020-03-12;70;11;1;0
SEA;Thailand;2020-03-13;75;5;1;0
SEA;Thailand;2020-03-14;82;7;1;0
SEA;Thailand;2020-03-15;114;32;1;0
SEA;Thailand;2020-03-16;147;33;1;0
SEA;Thailand;2020-03-17;177;30;1;0
SEA;Thailand;2020-03-18;212;35;1;0
SEA;Thailand;2020-03-19;272;60;1;0
SEA;Thailand;2020-03-20;322;50;1;0
SEA;Thailand;2020-03-21;411;89;1;0
SEA;Thailand;2020-03-22;599;188;1;0
SEA;Thailand;2020-03-23;721;122;1;0
SEA;Thailand;2020-03-24;827;106;4;3
SEA;Thailand;2020-03-25;934;107;4;0
SEA;Thailand;2020-03-26;1045;111;4;0
SEA;Thailand;2020-03-27;1136;91;5;1
SEA;Thailand;2020-03-28;1245;109;6;1
SEA;Thailand;2020-03-29;1388;143;7;1
SEA;Thailand;2020-03-30;1524;136;9;2
SEA;Thailand;2020-03-31;1651;127;10;1
SEA;Thailand;2020-04-01;1771;120;12;2
SEA;Thailand;2020-04-02;1875;104;15;3
SEA;Thailand;2020-04-03;1978;103;19;4
SEA;Thailand;2020-04-04;2067;89;20;1
